word.EN,word.CH,pos,syllables,strokes,HSK,valence.mean.CH,valence.sd.CH,valence.N.CH,arousal.mean.CH,arousal.sd.CH,arousal.N.CH,valence.mean.EN,valence.sd.EN,valence.N.EN,arousal.mean.EN,arousal.sd.EN,arousal.N.EN,sensory.mean.CH,sensory.sd.CH,sensory.N.CH,valence_Xu,arousal_Xu,valence_yao,arousal_yao,imageability_su,familiarity_su,concreteness_xu,freq_m_Tsang,freq_cncorpus,AoA_Xu,RT_Tsang,zRT_Tsang,category
anecdote,轶事,noun,2,17,NA,6.12,1.31,16,5.31,1.66,16,5.62,1.36,21,4.65,2.55,23,4.2,2.51,15,0.3,1.7,NA,NA,NA,3.52381,2.826087,1.28,NA,12.2,791.65,-0.162,NA
anemic,贫血,verb,2,14,NA,3.81,1.72,16,4.94,2.08,16,3.45,1.19,20,3.45,1.79,20,4.5,2.31,16,-0.96,1.95,NA,NA,NA,5.76,2.444444,2.56,0.0009,14.7,664.61,-0.595,NA
anesthesiologist,麻醉师,noun,3,32,NA,5.31,0.95,16,4.62,1.59,16,4.95,2.11,20,3.56,2.25,18,4.88,1.89,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anesthetic,麻醉剂,noun,3,34,NA,5.06,1.53,16,4.38,2.06,16,5.48,2.27,21,3.23,1.82,22,5.12,2.33,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
animal,动物,noun,2,14,3,5.81,1.11,16,4.62,1.26,16,7.06,1.95,18,4.3,2.7,20,4.5,2.97,16,0.37,1.92,NA,NA,6.3913,6.785714,1.827586,78.58,0.0269,6.3,600.4,-0.799,NA
animation,动画,noun,2,14,NA,6.44,1.26,16,5.12,1.71,16,6.42,1.12,19,5.52,2.84,21,4.94,3.04,16,NA,NA,NA,NA,6.36364,6.518519,NA,NA,NA,8.4,NA,NA,NA
annihilation,歼灭,verb,2,12,NA,4.5,2.03,16,7.06,1.34,16,2.58,1.87,19,5.52,2.54,21,4.81,2.71,16,0.08,2.96,NA,NA,4.27586,5.346154,3.111111,1.7,0.0015,12,772.83,-0.194,NA
announce,宣布,verb,2,14,5,5.5,1.59,16,5.56,1.59,16,5.52,1.33,21,3.65,2.66,20,3.38,2.19,16,0.27,2.36,NA,NA,4.8,6.571429,2.733333,44.77,0.0071,11.1,639.16,-0.663,NA
annoy,惹恼,verb,2,21,NA,3.69,2.15,16,6.73,1.16,15,2.49,1.42,41,5.04,2.4,23,6.06,2.14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annoying,烦人,adjective,2,12,NA,3.33,1.35,15,6.5,1.51,16,3,1.71,18,5.55,2.04,20,5.69,2.52,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anonymous,匿名,verb,2,16,NA,4.88,1.26,16,4.44,1.21,16,5.75,1.65,20,4.13,2.2,23,3.44,1.9,16,-0.46,2.04,NA,NA,NA,6.36,2.56,10.61,NA,14,686.14,-0.464,NA
answer,回答,verb,2,18,3,5.75,1.29,16,4.19,1.28,16,6.1,1.41,39,4,2.89,43,3.81,2.26,16,0.19,2.14,NA,NA,4.18182,6.3125,2.37037,121.32,0.0173,7.3,637.38,-0.688,NA
ant,蚂蚁,noun,2,18,6,5.19,1.69,32,4.12,1.48,32,3.9,1.14,21,3.27,2.39,22,#N/A,#N/A,#N/A,-0.14,1.37,4.97,6.25,6.82609,6.25,1.08,7.39,0.0036,6.9,589.77,-0.786,NA
antelope,羚羊,noun,2,17,NA,5.88,1.09,16,4.44,1.15,16,5.68,1.46,22,4.46,2.72,26,3.88,2.5,16,0.22,1.57,3.91,4.36,NA,4.357143,1.151515,1.85,NA,9.3,740.65,-0.273,NA
antenna,触角,noun,2,20,NA,4.88,1.86,16,5,1.26,16,5.43,1.25,21,3.15,2.11,20,5.06,2.49,16,NA,NA,NA,NA,4.86364,5.24,NA,NA,0.0007,12.5,NA,NA,NA
anthropology,人类学,noun,3,19,NA,5.94,1.77,16,3.75,1.69,16,5.3,1.87,20,2.91,2.15,23,3.31,2.73,16,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA
anytime,随时,adverb,2,18,5,4.73,1.31,30,4.81,1.15,32,5.81,1.6,21,4.6,2.46,20,#N/A,#N/A,#N/A,0.42,1.6,NA,NA,4.66667,6.5,3.434783,60.69,0.0048,10.9,727.59,-0.477,NA
apartment,公寓,noun,2,16,5,5.38,0.89,16,3.62,1.63,16,5.72,2.35,18,3.8,2.76,20,3.88,2.45,16,NA,NA,NA,NA,5.54545,6.470588,NA,NA,0.0007,12.7,NA,NA,NA
aphrodisiac,春药,noun,2,18,NA,4.12,2.25,16,7.06,1.48,16,6.43,1.99,21,5.96,2.46,23,5.94,2.43,16,-1.76,2.96,NA,NA,NA,4.73913,1.807692,0.8,NA,15,777.62,-0.188,NA
apostle,使徒,noun,2,18,NA,5.5,1.63,16,5.13,1.73,15,5.5,2.21,20,4.38,2.28,24,4.12,2.75,16,NA,NA,NA,NA,NA,NA,2.869565,1.34,NA,NA,1027.91,0.634,NA
appeal,上诉,verb,2,10,NA,4.62,1.64,32,5.56,1.83,32,6.3,2.15,20,3.57,2.13,21,#N/A,#N/A,#N/A,-0.67,2.88,NA,NA,3.77273,5.56,2.384615,9.24,0.0015,17.2,758.5,-0.196,NA
appear,出现,verb,2,13,4,5.26,0.91,46,5.21,1.38,48,5.25,0.64,20,3.24,2.21,21,3.06,2.24,16,0.23,1.81,NA,NA,3.9,6.466667,2.896552,218.26,0.058,8.4,647.09,-0.684,NA
appendicitis,阑尾炎,noun,3,27,NA,3.5,1.93,16,6.12,2.09,16,1.86,1.35,21,5.12,2.6,25,4.67,2.23,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appendix,附录,noun,2,15,NA,5.25,1.29,16,4.19,1.97,16,4.81,1.97,21,2.92,1.89,24,3.19,2.54,16,0.22,1.12,NA,NA,NA,6.5,2.275862,0.24,NA,13.8,671.94,-0.551,NA
appetite,食欲,noun,2,20,NA,5.75,1.24,16,5.81,1.8,16,6.23,1.54,22,5.37,2.39,19,5.62,2.42,16,0.24,2.58,NA,NA,4.65,5.851852,3.416667,1.91,0.001,10.8,698.29,-0.499,NA
appetizer,开胃菜,noun,3,24,NA,6.12,1.15,16,5.19,1.56,16,7.29,1.76,21,4.52,2.37,25,4.5,2.78,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
applause,掌声,noun,2,19,NA,6.47,1.25,15,6.62,1.2,16,7.12,1.35,41,5.38,1.83,21,5.25,2.27,16,1.65,2.7,NA,NA,6.84211,6.352941,1.615385,12.04,0.0017,8.4,680.11,-0.497,NA
apple,苹果,noun,2,16,1,6.12,1.29,32,4.69,1.18,32,6.62,1.72,21,3.52,2.06,21,#N/A,#N/A,#N/A,0.28,1.48,4.47,4.73,6.88889,6.914286,1.259259,22.83,0.0028,6,634.52,-0.661,NA
appliance,器具,noun,2,24,NA,5.69,1.33,32,4.12,1.64,32,5.15,1.29,40,2.84,1.88,45,#N/A,#N/A,#N/A,NA,NA,NA,NA,5.5,5.8,NA,NA,0.0008,9.7,NA,NA,NA
applicant,申请人,noun,3,17,NA,5.44,1.09,16,5.06,1.44,16,4.91,1.19,22,3.96,2.24,25,3.25,2.44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
application,应用,verb,2,12,5,5.62,1.45,16,5,0.73,16,5.05,1.43,20,4.52,1.95,23,3.38,2.53,16,0.48,1.92,NA,NA,4.05,6.111111,3,3.7,0.017,12.1,663.03,-0.644,NA
apprentice,学徒,noun,2,18,NA,5.44,1.67,16,4.31,1.78,16,5.95,1.32,21,3.59,1.71,22,3.5,2.25,16,0.13,1.17,NA,NA,5.25,6.133333,1.833333,5.57,0.0015,12.1,674.85,-0.445,NA
apricot,杏,noun,1,7,NA,5.69,1.51,32,4.31,1.28,32,5.95,2.19,20,4.29,2.12,21,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apron,围裙,noun,2,19,NA,5.38,1.52,32,4.44,1.29,32,5.8,1.54,20,2.9,1.65,20,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aquarium,水族馆,noun,3,26,NA,6.31,1.54,16,5.56,1.63,16,6.43,1.78,21,4.3,2.54,20,5,2.68,16,0.12,1.61,NA,NA,NA,5.190476,NA,1.64,NA,12,882.74,0.233,NA
arbitrary,任意,adjective,2,19,6,5.19,1.64,16,4.88,1.67,16,4.15,1.81,20,4.55,2.76,20,3.19,2.32,16,-0.11,1.33,NA,NA,2.90476,6.727273,3.529412,5.28,0.0029,11,707.57,-0.493,NA
arch,拱门,noun,2,12,NA,5.81,1.22,16,4,1.46,16,5.8,1.77,20,3.15,1.93,20,2.88,2.28,16,0.27,1.45,NA,NA,NA,4.3,1.909091,0.98,NA,11,942.99,0.353,NA
archaeology,考古学,noun,3,19,NA,5.88,1.5,16,4.31,1.54,16,6.1,1.62,20,3.86,2.56,21,4.56,2.63,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
architect,建筑师,noun,3,26,NA,6.06,1.41,32,4.31,1.51,32,6.21,1.84,19,3.25,2.12,20,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
archive,档案,noun,2,20,6,5.38,1.5,16,4.06,1.12,16,4.81,1.03,21,4.18,2.13,22,3.81,2.43,16,-0.04,1.43,NA,NA,4.66667,6.678571,1.695652,46.74,0.0019,12.7,655.85,-0.602,NA
arctic,北极,noun,2,12,6,6,1.55,16,4.69,2.63,16,4.45,2.01,20,3.88,2.64,25,5.94,2.84,16,NA,NA,NA,NA,5.97917,5.820513,NA,NA,0.001,NA,NA,NA,NA
arena,竞技场,noun,3,23,NA,5.69,1.08,16,6.56,2.06,16,5.75,1.45,20,4.23,2.58,22,5.38,2.45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aristocratic,贵族,noun,2,20,6,5.19,1.77,32,5.47,2.09,32,5.79,2.04,19,3.18,2.08,22,4.16,2.76,32,0.11,1.89,6,5.32,5.35,6.314286,2.416667,12.4,0.0074,11,627.61,-0.682,NA
arithmetic,算术,noun,2,19,NA,5.31,1.08,16,4.75,1.39,16,4.95,1.79,22,4,2.38,26,4.38,2.31,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA
armpit,腋窝,noun,2,24,NA,4.88,1.54,16,5.25,1,16,4.1,1.59,20,3.57,1.78,21,5.44,2.66,16,NA,NA,NA,NA,6.52381,6.166667,NA,NA,NA,NA,NA,NA,NA
army,军队,noun,2,10,6,5.62,1.71,16,6.5,1.86,16,4.65,2.03,20,4.49,2.63,43,4.81,2.29,16,1.62,2.85,NA,NA,6.75,5.56,1.68,55.74,0.0122,11.4,659.54,-0.453,NA
arrangement,安排,verb,2,17,4,5.69,1.14,16,4.69,1.45,16,5.71,1.45,21,3,1.89,20,3.56,2.56,16,0.52,1.69,NA,NA,3.26087,6.5,2.913043,112.56,0.0148,12.3,712.17,-0.482,NA
array,排列,verb,2,17,4,5.56,1.09,16,4.62,1.36,16,5.9,1.48,21,3.71,2,21,3,1.86,16,0.39,1.55,NA,NA,4.71429,6.285714,3,3.52,0.0059,10.2,744.13,-0.329,NA
arrest,逮捕,verb,2,21,6,4.12,1.67,16,6.31,1.66,16,2.33,1.37,18,6.86,2.24,21,4.81,2.14,16,-0.83,3.25,NA,NA,4.45,6.4,1.913043,62.72,0.0025,12.4,706.82,-0.467,NA
arrive,到达,verb,2,14,5,6.12,1.54,16,5.31,0.95,16,6.41,1.84,22,5,2.75,20,4.25,2.74,16,0.7,1.71,NA,NA,4.22727,6.62963,1.956522,57.14,0.0061,7.9,744.06,-0.408,NA
arsenal,兵工厂,noun,3,12,NA,5.19,1.57,32,6.06,1.85,32,4.45,2.2,22,5.48,2.24,25,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arson,纵火,verb,2,11,NA,3.38,2.58,16,7.06,1.39,16,2.26,1.52,19,5.41,2.5,22,5.75,2.14,16,-2.27,3.04,NA,NA,NA,5.454545,2.083333,8.08,NA,12.6,773.61,-0.203,NA
arsonist,纵火犯,noun,3,16,NA,3.31,2.15,16,7.31,1.3,16,2.5,1.88,20,6.95,2.09,19,5.12,2.45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
art,艺术,noun,2,9,4,5.94,1.34,16,4.06,1.88,16,6.85,1.89,39,4.48,2.48,23,4.69,2.3,16,1.12,1.96,NA,NA,3.59091,6.533333,3.416667,42.81,0.0551,13.9,579.23,-0.845,NA
artery,动脉,noun,2,15,6,5.31,1.7,16,6.19,1.22,16,4.29,2.28,21,4.09,2.35,23,4.31,2.77,16,0.21,2.14,NA,NA,5.10345,5.461538,2,9.06,0.0014,13,668.32,-0.581,NA
arthritis,关节炎,noun,3,19,NA,3.56,2.16,16,5.88,1.75,16,2.32,1.06,19,4.27,1.88,22,5.67,2.41,15,-1.04,2.24,NA,NA,NA,6.285714,NA,2.47,NA,13,788.15,-0.173,NA
article,文章,noun,2,15,4,5.75,0.98,32,4.72,1.51,32,5.68,1.42,19,3.5,1.71,22,4.49,2.51,35,NA,NA,NA,NA,5.59091,6.533333,NA,NA,0.0109,8.9,NA,NA,NA
artwork,艺术品,noun,3,18,NA,6.5,1.34,32,4.31,1.86,32,6.76,1.55,21,4.18,2.91,22,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,NA,NA,NA
ascending,提升,verb,2,16,NA,7.12,1.15,16,5.94,1.73,16,5.14,1.73,22,3.73,2.23,22,5.06,2.24,16,1.65,2.33,NA,NA,3.81818,6.607143,3.266667,11,0.0007,11.3,637.68,-0.679,NA
ascertain,查明,verb,2,17,NA,5.31,1.35,16,4.31,1.45,16,5.3,1.49,20,3.17,1.99,23,3.94,2.17,16,0.92,2.46,NA,NA,4.05,5.318182,2.869565,7.12,0.0011,12.2,776.14,-0.158,NA
ashamed,惭愧,adjective,2,23,5,4.94,1.57,16,5.69,1.49,16,2.52,2.23,21,5.65,2.39,20,5.25,2.32,16,-0.96,2,4.73,3.9,4.7619,6.606061,3.565217,4.35,0.001,10.7,686.65,-0.51,NA
ashtray,烟灰缸,noun,3,25,NA,4.38,1.78,16,4.62,1.67,16,3.52,1.66,21,3.48,2.27,23,3.56,1.55,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ask,问,verb,1,6,2,5.81,1.17,16,4.69,1.2,16,5.95,1.4,22,3.48,2.16,21,4,2.85,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0502,NA,NA,NA,NA
asparagus,芦笋,noun,2,17,NA,6.31,1.3,16,4.81,1.33,16,5.43,2.27,21,2.73,1.98,22,4.14,2.74,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asphalt,沥青,noun,2,15,NA,4.62,1.26,16,4.25,1.18,16,4.46,1.67,24,3.2,1.88,20,4.12,2.06,16,0.05,1.2,NA,NA,NA,4.86,1.434783,1.28,NA,16,794.01,0.004,NA
ass,屁股,noun,2,15,6,5.31,1.79,32,5.75,1.22,32,5.45,2.26,22,5.43,2.29,21,#N/A,#N/A,#N/A,-0.32,2.04,NA,NA,6.82143,5.923077,1.24,113.39,0.0023,6.2,705.29,-0.433,NA
assassin,刺客,noun,2,17,NA,4.12,1.75,16,6.94,1.39,16,2.11,1.32,18,5.82,2.87,44,5.06,2.77,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
assessment,评估,verb,2,14,6,5.5,1.15,16,4.94,1.24,16,5.22,1.9,18,2.75,1.83,20,3.06,2.02,16,NA,NA,NA,NA,4.05,6.657143,NA,NA,0.0009,13.8,NA,NA,NA
asset,资产,noun,2,16,6,5.81,1.11,16,5.31,1.2,16,7.25,1.21,20,4.43,2.84,21,4.69,2.77,16,NA,NA,NA,NA,4.5,5.296296,NA,NA,0.0015,13.7,NA,NA,NA
assistant,助理,noun,2,18,6,5.5,1.39,32,4.81,1.31,32,5.91,1.44,22,4.8,2.67,20,#N/A,#N/A,#N/A,0.26,1.48,NA,NA,5.57143,6.25,1.692308,28.68,NA,11.2,657.44,-0.605,NA
association,协会,noun,2,12,6,5.88,1.29,32,4.94,1.32,32,5.5,1.91,20,3.67,1.5,18,#N/A,#N/A,#N/A,0.08,1.42,NA,NA,4.65,5.814815,2.407407,18.36,0.0025,14.2,689.82,-0.405,NA
assume,假定,verb,2,19,NA,4.81,1.17,16,4.31,1.4,16,4.41,1.84,22,4.2,2.4,20,3.19,2.29,16,NA,NA,NA,NA,3.4,6.233333,NA,NA,0.0031,11.9,NA,NA,NA
asterisk,星号,noun,2,14,NA,5.25,1.48,16,4.62,1.41,16,5.38,1.66,21,2.78,2.04,23,3.79,2.69,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asteroid,小行星,noun,3,18,NA,6.25,1.24,16,4,1.55,16,4.95,2.15,22,5.6,2.33,20,4.62,2.68,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asthma,哮喘,verb,2,22,NA,4,2.16,16,5.81,1.94,16,2.45,1.3,22,4.5,2.45,26,5.31,2.39,16,-1.39,2.52,NA,NA,4.95455,5.56,2,4.05,0.0005,13.4,698.08,-0.463,NA
astrology,占星术,noun,3,19,NA,5.53,1.73,15,5.27,1.94,15,4.79,2.68,19,4.18,2.48,22,4.25,2.79,16,-0.43,1.84,NA,NA,NA,4.032258,NA,0.33,NA,14.8,808.3,-0.059,NA
astronaut,宇航员,noun,3,23,NA,6.19,1.6,16,5.62,1.54,16,6.73,1.84,37,4.4,2.09,20,5.25,2.59,16,NA,NA,NA,NA,NA,5.863636,NA,NA,0.0009,NA,NA,NA,NA
athlete,运动员,noun,3,20,NA,6,1.24,32,5.78,1.8,27,6.21,2.04,19,4.75,2.75,20,5.56,2.26,32,0.76,2.13,NA,NA,NA,5.695652,NA,20.27,0.006,8.6,683.3,-0.536,NA
atmosphere,气氛,noun,2,12,5,5.88,1.26,16,5.62,1.2,16,6.05,1.5,22,4,2.28,21,4.88,2.99,16,0.46,2.44,NA,NA,4.15,NA,4.037037,19.08,0.005,10.8,649.97,-0.632,NA
atrophy,萎缩,verb,2,25,NA,3.31,1.7,16,5.5,1.46,16,3.16,1.83,19,3.86,2.12,22,4.67,2.19,15,-1.5,1.84,NA,NA,4.9,5.2,3.115385,2,0.0011,13.4,800.5,-0.128,NA
attempt,尝试,verb,2,17,6,6.15,1.46,48,5.58,1.35,48,6,1.55,21,4.94,2.29,18,5.38,2.96,16,1.17,2,NA,NA,3.55,6.230769,3.217391,60.96,0.0017,12.1,687.17,-0.448,NA
attend,出席,verb,2,15,5,5.56,1.16,32,5.16,1.08,32,5.4,1.19,20,3.5,2.3,22,3.94,2.33,32,0.79,1.76,NA,NA,6.04762,6.111111,2,20.06,0.0029,11.6,689.92,-0.58,NA
attention,注意,verb,2,21,3,5.62,1.31,16,5.38,1.09,16,6.68,1.49,22,4.05,2.48,21,4.38,2.42,16,0.54,2.48,NA,NA,3.67347,6.05698,3.517241,212.51,0.0377,7.3,589.42,-0.894,NA
attic,阁楼,noun,2,22,NA,5.41,1.04,32,3.91,1.75,32,4.95,1.77,21,3.45,2.35,20,4.41,2.24,32,0.09,1.37,5,4.88,NA,5.333333,1.384615,10.05,NA,10.1,728.95,-0.332,NA
attitude,态度,noun,2,17,4,5.81,1.38,16,4.62,1.59,16,4.72,2.08,18,4.76,2.05,21,4.56,2.48,16,0.54,1.17,NA,NA,3.62069,6.230769,3.32,37.44,0.0176,10.6,606.72,-0.753,NA
attract,吸引,verb,2,10,4,6.12,1.5,16,5.75,1.18,16,6.38,2.11,21,5.35,2.81,23,4.44,2.37,16,0.85,2.18,NA,NA,3.54545,6.633333,3.83871,48.02,0.0072,9,675.21,-0.603,NA
attribute,属性,noun,2,20,NA,5.19,0.83,16,4.19,1.28,16,5.67,1.62,21,4.12,2.28,25,2.44,1.59,16,0.16,1.12,5.34,4.71,NA,5.73913,4.259259,0.51,0.0046,12.3,700.82,-0.483,NA
auction,拍卖,verb,2,16,NA,5.38,0.94,32,5.62,0.79,32,5.43,1.75,21,4.5,2.52,20,#N/A,#N/A,#N/A,0.12,2.17,NA,NA,5,6.514286,2.227273,10.14,NA,13.8,689.32,-0.431,NA
audience,观众,noun,2,12,4,5.88,1.48,32,5.06,1.11,32,5.89,2.03,18,4.91,2.45,22,#N/A,#N/A,#N/A,0.11,1.68,NA,NA,6.03571,6.5,1.6,74.61,0.0145,7.5,649.17,-0.585,NA
audit,审计,verb,2,12,NA,5.44,1.31,16,4.56,1.46,16,2.82,1.3,22,5.78,2.61,23,2.94,1.77,16,NA,NA,NA,NA,NA,5,NA,NA,NA,16.4,NA,NA,NA
auditorium,礼堂,noun,2,16,NA,5.94,1.24,16,4.69,1.4,16,6.05,1.54,19,4.45,2.02,22,4.94,3.15,16,0.48,1.76,NA,NA,6.38095,5.642857,1.666667,2.95,0.0009,11.2,725.65,-0.469,NA
aunt,阿姨,noun,2,16,3,5.56,1.46,16,4.5,1.26,16,6.56,2.09,18,2.71,2.41,21,3.88,2.22,16,NA,NA,NA,NA,6.31579,6.363636,NA,NA,0.0031,NA,NA,NA,NA
authenticity,真实性,noun,3,26,NA,6.31,1.2,16,4.69,0.95,16,6.81,1.63,21,4.42,2.36,24,4.25,2.62,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,NA,NA,NA
author,作者,noun,2,15,4,5.94,1.22,32,4.12,1.29,32,6.33,1.39,21,2.73,1.91,22,#N/A,#N/A,#N/A,0.08,1.54,NA,NA,4.72414,6.307692,1.8,13.68,0.0115,9.3,618.71,-0.767,NA
authorization,授权,verb,2,17,NA,5.44,1.01,32,4.25,1.11,32,5.86,1.74,21,4.32,2.36,25,#N/A,#N/A,#N/A,0.6,2.3,NA,NA,4.7619,6.294118,3.047619,16.34,0.0006,13.3,817.04,-0.149,NA
autism,自闭症,noun,3,22,NA,3.5,1.97,16,5,1.9,16,3.2,1.91,20,4.1,2.61,21,5.44,2.71,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
autobiography,自传,noun,2,12,NA,5.62,1.31,16,4.88,0.81,16,5.79,2.27,19,2.85,1.6,20,3.88,2.45,16,0.8,1.71,NA,NA,NA,5.076923,2,3.34,NA,15.7,814.25,-0.13,NA
automatic,自动,adjective,2,12,5,6,1.21,16,5.12,0.5,16,6.05,1.84,22,3.7,2.45,20,4.75,2.67,16,0.43,1.88,NA,NA,5.09524,6.647059,3.086957,26.05,0.0064,8.2,655.99,-0.552,NA
automobile,汽车,noun,2,11,NA,5.88,1.52,33,4.94,1.66,32,5.45,1.47,20,3.91,1.82,22,5.22,2.57,32,0.33,1.93,6.5,4.07,6.90476,6.428571,1.291667,70.74,0.0138,5.9,628.66,-0.679,NA
autonomy,自治,verb,2,14,NA,5.25,1.61,16,4.94,0.93,16,5.05,1.66,21,4.09,2.23,23,3.44,2.1,16,NA,NA,NA,NA,NA,4.818182,NA,NA,0.0018,13.7,NA,NA,NA
autumn,秋天,noun,2,13,NA,6.62,1.31,16,3.94,1.98,16,7.12,1.98,42,3.21,2.34,43,5.31,2.09,16,0.16,1.5,NA,NA,6.65,6.607143,1.653846,7.57,0.0025,7.5,603.73,-0.762,NA
auxiliary,辅助,verb,2,18,6,5.94,1.22,32,4.44,1.19,32,5.26,1.63,19,3.61,2.19,23,#N/A,#N/A,#N/A,0.8,1.79,NA,NA,3.91667,6.571429,3.076923,4.68,0.0021,13.4,647.18,-0.604,NA
avalanche,雪崩,verb,2,22,NA,3.62,1.79,32,6.62,1.72,32,4,2.73,19,6.55,2.46,20,#N/A,#N/A,#N/A,-1.73,2.75,NA,NA,NA,4.625,1.777778,1.04,NA,11.2,867.28,0.2,NA
aviation,航空,verb,2,18,6,5.94,1.39,16,6.12,1.26,16,5.9,1.67,21,4.05,2.59,22,4.69,2.65,16,0.36,2.04,NA,NA,NA,5.695652,2.148148,21.22,0.002,11.9,725.86,-0.319,NA
avoid,避免,verb,2,23,5,5.12,1.5,16,5.06,1.44,16,4.1,1.45,21,3.92,2.06,24,3.75,2.35,16,0.19,1.88,NA,NA,4.38095,6.470588,3.083333,26.83,0.0087,11.9,673.58,-0.516,NA
awaken,唤醒,verb,2,26,NA,5.69,1.35,16,5.56,1.03,16,6.05,1.83,21,4.29,2.2,24,4.81,2.2,16,1.08,2.42,NA,NA,4.27273,6.333333,2.833333,8.76,0.0007,10.9,708.78,-0.506,NA
axe,斧头,noun,2,13,NA,4.75,1.65,16,6,1.03,16,3.48,1.5,23,5.64,2.61,22,5,2.1,16,-0.12,2,5.11,4.86,6.05,6.382353,1.222222,3.91,NA,8,701.65,-0.438,NA
bachelor,单身汉,noun,3,20,NA,4.5,1.83,32,4.31,1.47,32,5.58,1.43,19,4.14,1.96,21,#N/A,#N/A,#N/A,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA
background,背景,noun,2,21,5,5.69,1.25,16,3.81,1.64,16,5.05,0.78,19,3.67,1.77,21,4,2.76,16,0.04,2,NA,NA,4.72727,6.5,3.24,24.77,0.004,11.3,689.71,-0.579,NA
backseat,后座,noun,2,16,NA,5.62,0.96,16,4.44,1.36,16,4.84,1.77,19,3.32,2.08,22,3.75,2.05,16,NA,NA,NA,NA,NA,6.47619,NA,NA,NA,11.3,NA,NA,NA
backup,备份,verb,2,14,6,6,1.41,16,4.56,1.09,16,5.85,1.35,20,3.45,2.3,22,3.81,2.32,16,NA,NA,NA,NA,NA,6.065789,NA,NA,NA,14.7,NA,NA,NA
backyard,后院,noun,2,15,NA,5.88,1.5,16,4.31,1.01,16,6.1,2,20,3.88,2.55,26,4.25,2.65,16,0.16,1.19,NA,NA,5,5.5,1.565217,11.21,NA,11.1,730.42,-0.358,NA
bacteria,细菌,noun,2,19,6,4.38,0.96,16,5.12,0.89,16,3.3,1.56,20,4.24,2.53,21,4.38,2.31,16,-1.2,2.35,NA,NA,5.72727,6.357143,2.038462,10.02,0.0056,11.9,666.62,-0.507,NA
bad,坏,adjective,1,7,3,3.5,1.63,16,5.81,1.33,16,3.24,1.92,21,4.86,2.69,21,4.75,1.95,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,NA,NA,NA,NA
badge,徽章,noun,2,28,NA,6.19,1.2,32,4.62,1.68,32,5.24,2.05,21,4.4,2.41,20,#N/A,#N/A,#N/A,1,1.46,NA,NA,NA,5.708333,1.521739,9.57,NA,11.1,773.71,-0.186,NA
bail,保释,verb,2,21,NA,5.19,1.56,16,5.44,1.67,16,3.79,2.02,19,3.91,2.27,22,3.62,2.03,16,-0.22,2.15,NA,NA,NA,4.923077,2.928571,15.02,NA,16.5,754.45,-0.221,NA
bailiff,法警,noun,2,27,NA,5.25,1.48,16,5.44,1.79,16,3.95,1.54,20,4.33,2.29,21,4.25,2.27,16,NA,NA,NA,NA,NA,4.259259,NA,NA,NA,14,NA,NA,NA
bakery,面包店,noun,3,22,NA,5.75,1.13,16,4.62,1.71,16,6.79,2.27,19,3.86,2.87,22,4.56,2.56,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
